"Id","Date","Time","Question","Details","Answer","Notes","Entered By","What type of questions?","What tools were used?","What forms were used?","If Technology Question:","Was the patron referred elsewhere?"
"o15214560","2017-04-04","12:10","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15209970","2017-04-04","08:00","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15206292","2017-04-04","00:11","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15205545","2017-04-03","22:13","","31","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15204295","2017-04-03","20:14","","","18","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15202334","2017-04-03","17:52","","","21","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15197206","2017-04-03","14:09","","","30","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15194265","2017-04-03","12:18","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15190776","2017-04-03","10:05","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15190771","2017-04-03","10:05","","","60","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15188963","2017-04-03","08:22","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15185850","2017-04-03","00:07","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15185018","2017-04-02","21:54","","","20","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15184003","2017-04-02","20:13","","","25","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15183101","2017-04-02","18:09","","","23","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15182239","2017-04-02","16:02","","34","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15181397","2017-04-02","14:19","","16","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15180751","2017-04-02","12:18","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15178970","2017-04-01","17:59","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15178276","2017-04-01","15:59","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15177564","2017-04-01","14:07","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15176845","2017-04-01","12:08","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15176165","2017-04-01","10:00","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15175316","2017-03-31","20:30","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15174848","2017-03-31","18:11","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15173621","2017-03-31","16:06","","","13","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15171545","2017-03-31","14:03","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15169602","2017-03-31","12:20","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15166700","2017-03-31","10:04","","","9","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15165136","2017-03-31","08:17","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15162696","2017-03-31","00:03","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15162019","2017-03-30","21:55","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15161245","2017-03-30","20:17","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15159722","2017-03-30","18:03","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15157807","2017-03-30","16:14","","","23","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15154883","2017-03-30","14:03","","","21","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15152103","2017-03-30","12:07","","","16","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15148790","2017-03-30","10:05","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15146954","2017-03-30","08:20","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15144237","2017-03-30","00:13","","2","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15143493","2017-03-29","22:08","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15142271","2017-03-29","20:06","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15140702","2017-03-29","18:09","","","28","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15139078","2017-03-29","16:36","","","18","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15135760","2017-03-29","14:13","","","23","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15132238","2017-03-29","12:05","","16","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15127203","2017-03-29","08:08","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15123520","2017-03-29","00:06","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15122651","2017-03-28","22:04","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15121157","2017-03-28","19:57","","","18","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15119583","2017-03-28","18:08","","24","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15117189","2017-03-28","16:14","","","26","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15114553","2017-03-28","14:25","","","25","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15111127","2017-03-28","12:16","","","16","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15105382","2017-03-28","08:11","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15102488","2017-03-28","00:10","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15101701","2017-03-27","22:11","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15100317","2017-03-27","20:14","","","21","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15098510","2017-03-27","18:13","","","27","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15096484","2017-03-27","16:27","","","19","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15092937","2017-03-27","14:06","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15086062","2017-03-27","10:04","","9","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15083670","2017-03-27","08:15","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15080300","2017-03-26","23:58","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15079655","2017-03-26","22:16","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15078795","2017-03-26","20:20","11","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15077780","2017-03-26","18:05","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15076920","2017-03-26","16:08","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15075883","2017-03-26","14:09","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15068316","2017-03-24","16:24","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15059255","2017-03-24","08:02","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15052550","2017-03-23","16:36","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15047034","2017-03-23","12:46","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15042371","2017-03-23","10:00","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15040296","2017-03-23","08:08","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15030386","2017-03-22","16:12","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15027215","2017-03-22","14:05","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15023659","2017-03-22","12:00","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15021645","2017-03-22","10:48","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15018590","2017-03-22","08:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o15009662","2017-03-21","16:08","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14987742","2017-03-20","16:10","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14985315","2017-03-20","14:36","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14981367","2017-03-20","12:20","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14977313","2017-03-20","10:13","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14965586","2017-03-18","17:57","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14965136","2017-03-18","16:08","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14964691","2017-03-18","14:40","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14963948","2017-03-18","12:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14963382","2017-03-18","10:03","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14962266","2017-03-17","20:12","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14961800","2017-03-17","18:00","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14960680","2017-03-17","16:05","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14958924","2017-03-17","14:06","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14957109","2017-03-17","12:19","","7","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14953042","2017-03-17","08:09","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14951236","2017-03-17","00:01","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14950597","2017-03-16","22:06","","","6<br />","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14949843","2017-03-16","20:28","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14948417","2017-03-16","18:09","","","27","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14946941","2017-03-16","16:31","","25","25","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14944189","2017-03-16","14:02","","","19","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14937449","2017-03-16","08:19","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14934968","2017-03-16","00:16","","2","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14933010","2017-03-15","20:04","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14931640","2017-03-15","18:07","","","34","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14929430","2017-03-15","16:11","","","27","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14926993","2017-03-15","14:05","","","28","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14808758","2017-03-14","00:04","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14807943","2017-03-13","22:09","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14806767","2017-03-13","20:05","","17","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14805338","2017-03-13","18:06","","","30","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14803379","2017-03-13","16:11","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14800575","2017-03-13","14:09","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14798317","2017-03-13","12:37","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14777197","2017-03-13","08:14","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14774787","2017-03-13","00:03","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14774331","2017-03-12","22:23","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14772822","2017-03-12","18:10","","","20","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14772141","2017-03-12","16:10","","","27","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14771902","2017-03-12","14:15","","","27","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14770858","2017-03-12","12:16","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14769794","2017-03-11","20:09","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14769600","2017-03-11","18:06","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14769076","2017-03-11","16:00","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14768336","2017-03-11","13:51","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14767738","2017-03-11","12:14","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14765895","2017-03-10","20:05","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14765357","2017-03-10","18:04","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14764253","2017-03-10","16:27","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14762042","2017-03-10","14:06","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14759814","2017-03-10","12:09","","","19","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14757288","2017-03-10","10:16","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14755405","2017-03-10","08:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14752512","2017-03-10","00:03","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14751981","2017-03-09","22:06","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14751154","2017-03-09","20:19","","","20","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14749409","2017-03-09","18:00","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14747580","2017-03-09","16:22","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14745332","2017-03-09","14:47","","","19","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14741593","2017-03-09","12:08","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14738023","2017-03-09","09:59","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14736203","2017-03-09","08:18","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14732434","2017-03-09","00:02","","","4<br />","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14731764","2017-03-08","22:09","","","23","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14730382","2017-03-08","20:17","","","28","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14728162","2017-03-08","17:58","","","33","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14725933","2017-03-08","16:07","","","42","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14723068","2017-03-08","14:06","","","29","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14719835","2017-03-08","12:07","","","21","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14717053","2017-03-08","10:28","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14714440","2017-03-08","08:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14710921","2017-03-08","00:08","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14710167","2017-03-07","22:07","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14708571","2017-03-07","19:55","","","18","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14706716","2017-03-07","17:59","","","43","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14704493","2017-03-07","16:10","","","43","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14700837","2017-03-07","14:06","","","37","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14697908","2017-03-07","12:14","","","18","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14694035","2017-03-07","09:55","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14691947","2017-03-07","08:11","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14688534","2017-03-07","00:08","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14687650","2017-03-06","22:06","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14686173","2017-03-06","20:04","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14684122","2017-03-06","17:58","","","26","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14681902","2017-03-06","16:11","","","21<br />","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14678923","2017-03-06","14:06","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14675989","2017-03-06","12:13","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14672413","2017-03-06","10:08","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14665774","2017-03-05","21:57","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14664694","2017-03-05","20:01","","","34","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14663586","2017-03-05","18:08","","","29","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14662468","2017-03-05","16:10","","","46","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14661648","2017-03-05","14:07","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14661086","2017-03-05","12:16","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14659796","2017-03-04","20:05","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14659432","2017-03-04","18:06","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14658779","2017-03-04","15:57","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14657986","2017-03-04","14:04","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14657256","2017-03-04","11:55","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14656640","2017-03-04","10:03","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14655804","2017-03-03","20:08","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14655208","2017-03-03","18:10","","","3","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14653386","2017-03-03","16:01","","","9","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14651073","2017-03-03","14:02","","10","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14649890","2017-03-03","13:02","","","10","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14645794","2017-03-03","10:08","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14643956","2017-03-03","08:13","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14641440","2017-03-03","00:03","","2","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14640687","2017-03-02","22:07","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14639328","2017-03-02","20:15","","","30","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14637594","2017-03-02","18:10","","","30","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14634993","2017-03-02","16:01","","","25","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14632078","2017-03-02","14:08","","","29","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14628327","2017-03-02","11:52","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14625530","2017-03-02","10:10","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14620168","2017-03-02","00:10","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14619371","2017-03-01","22:10","","25","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14617850","2017-03-01","20:08","","","35","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14615775","2017-03-01","18:00","","","39","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14613540","2017-03-01","16:16","","","32","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14610520","2017-03-01","14:05","","","37","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14607353","2017-03-01","12:06","","","21","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14601701","2017-03-01","08:18","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14597944","2017-03-01","00:07","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14597084","2017-02-28","22:02","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14595507","2017-02-28","20:06","","","39","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14593322","2017-02-28","18:01","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14591132","2017-02-28","16:14","","","23","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14588458","2017-02-28","14:30","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14585406","2017-02-28","12:31","","","21","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14580058","2017-02-28","10:06","","","9","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14576413","2017-02-28","08:10","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14573381","2017-02-28","00:07","","","13","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14572299","2017-02-27","22:09","","","32","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14570608","2017-02-27","20:07","","","43","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14568536","2017-02-27","18:11","","","25","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14565796","2017-02-27","16:15","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14561399","2017-02-27","14:04","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14556043","2017-02-27","12:07","","","20","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14552545","2017-02-27","10:06","","","9","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14546332","2017-02-26","23:58","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14545512","2017-02-26","21:54","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14543399","2017-02-26","18:33","","","39","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14541993","2017-02-26","16:03","","","29","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14541083","2017-02-26","14:06","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14540492","2017-02-26","12:34","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14539019","2017-02-25","19:51","","","11","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14538796","2017-02-25","18:16","","","12","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14538072","2017-02-25","16:07","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14537201","2017-02-25","14:06","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14535907","2017-02-25","10:13","","","2","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14534949","2017-02-24","20:05","","","4","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14534304","2017-02-24","18:01","","","7","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14532877","2017-02-24","15:53","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14531232","2017-02-24","14:16","","6","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14528927","2017-02-24","12:21","","","9","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14526103","2017-02-24","10:05","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14524483","2017-02-24","08:13","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14522236","2017-02-23","23:59","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14521512","2017-02-23","21:58","","","9<br />
","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14520456","2017-02-23","20:16","","","25","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14518694","2017-02-23","18:16","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14516710","2017-02-23","16:25","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14509376","2017-02-23","12:12","","","14","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14506225","2017-02-23","10:11","","","8","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14500456","2017-02-22","22:08","","","36","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14498993","2017-02-22","20:11","","","38","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14496885","2017-02-22","18:08","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14493927","2017-02-22","16:01","35","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14490767","2017-02-22","14:09","","","26","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14487413","2017-02-22","12:12","","","22","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14484024","2017-02-22","10:16","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14481764","2017-02-22","08:09","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14475697","2017-02-21","22:05","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14474044","2017-02-21","20:08","","","31","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14472325","2017-02-21","18:24","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14469336","2017-02-21","16:10","","","30","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14465764","2017-02-21","13:57","18","","","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14463223","2017-02-21","12:29","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14459172","2017-02-21","10:09","","","5","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14456649","2017-02-21","08:20","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14453354","2017-02-21","00:06","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14452471","2017-02-20","22:04","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14451264","2017-02-20","20:10","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14449642","2017-02-20","18:13","","","17","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14447407","2017-02-20","16:07","","","24","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14444909","2017-02-20","14:04","","","15","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14442445","2017-02-20","12:15","","","6","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14439598","2017-02-20","10:28","","","1","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14436831","2017-02-20","08:01","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
"o14434252","2017-02-20","00:21","","","0","","Circulation Student","Head Count - Ground","blank","blank","blank","blank"
